"","NAME","PERMIT_NO","ADDRESS","CITY","ZIP_CODE","PHONE","CONTACT","PUMPS","CNG_DEV","CPCODE","CPNAME","ACREAGE","SHAPE_AREA","SHAPE_LEN","latitude","longitude"
"540","THRIFTY #9752",2694,"3255 UNIVERSITY AVE","SAN DIEGO",92104,NA,NA,36,0,28,"GREATER NORTH PARK",2253.69411336,98171624.1502,50884.2009183,-117.123482535133,32.7482182927024
"541","THRIFTY/ ARCO #9576",2681,"4202 CLAIREMONT MESA BLVD","SAN DIEGO",92117,NA,NA,24,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.202072020871,32.831386185942
"542","TIERRASANTA TOWN CENTER GAS",15726,"10585 TIERRASANTA BLVD","SAN DIEGO",92124,"858 560-4101",NA,24,0,47,"TIERRASANTA",7247.00443508,315690085.394,100491.414085,-117.101516222567,32.8228147217769
"543","TRUCK.NET, LLC.",0,"8490 AVENIDO DE LA FUENTE","SAN DIEGO",92154,"619 661-1888",NA,113,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-116.961413447138,32.5574413898813
"544","U.S. GAS",12959,"3520 SWEETWATER SPRINGS BLVD","SPRING VALLEY",91977,"619 670-1497",NA,28,0,NA,NA,NA,NA,NA,-116.973210346406,32.7428863271821
"545","ULTRA GAS",15118,"3276 EL CAJON BLVD","SAN DIEGO",92104,NA,NA,24,0,59,"MID-CITY:NORMAL HEIGHTS",846.03495556,36853397.1634,25359.5506162,-117.12331042278,32.7556281133638
"546","UNITED RENTALS",3186,"501 C ST","CHULA VISTA",91910,"422-1105",NA,2,0,NA,NA,NA,NA,NA,-117.092578946764,32.6496779680963
"547","UNITED RENTALS",854,"5580 KEARNY VILLA RD","SAN DIEGO",92123,"565-7122",NA,2,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.137072783058,32.8364110849008
"548","UNIVERSITY CITY SERVICE CENTER, INC.",13895,"3901 GOVERNOR DR","SAN DIEGO",92122,NA,NA,24,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.204055638941,32.8543073383169
"549","UNOCAL CONOCOPHILLIPS#256412",2884,"121 E SAN YSIDRO BLVD","SAN DIEGO",92173,NA,NA,24,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.043417857935,32.5524471624163
"550","UNOCAL CONOCOPHILLIPS#256576 KAY OIL CO",4088,"2375 E VALLEY PKWY","ESCONDIDO",92027,"759-3484",NA,44,0,NA,NA,NA,NA,NA,-117.044349684171,33.1405302543861
"551","USA CORPORATION #137",2718,"8659 JAMACHA RD","SPRING VALLEY",91977,"818-865-9200",NA,39,0,NA,NA,NA,NA,NA,-117.012346850568,32.7144629418533
"552","USA CORPORATION #245",2719,"411 S ESCONDIDO BLVD","ESCONDIDO",92025,"818-865-9200",NA,39,0,NA,NA,NA,NA,NA,-117.082368246546,33.1172308148238
"553","USA CORPORATION #246",3796,"7505 BRDWY","LEMON GROVE",91945,"818-865-9200",NA,26,0,NA,NA,NA,NA,NA,-117.036073674558,32.7423437669336
"554","USA GASOLINE /PALISADES GAS & WASH #851",14525,"12010 SCRIPPS HIGHLAND DR","SAN DIEGO",92131,"818 856-9200",NA,42,0,9,"MIRAMAR RANCH NORTH",1894.01237496,82503119.1815,50714.3797568,-117.108248727997,32.9367571296865
"555","VALERO",15094,"12106 WOODSIDE AVE","LAKESIDE",92040,"619 482-8275",NA,24,0,NA,NA,NA,NA,NA,-116.930967629175,32.8564935842231
"556","VALERO",15277,"785 JAMACHA RD","EL CAJON",92019,"619 447-9119",NA,28,0,NA,NA,NA,NA,NA,-116.927541192447,32.7855548086158
"557","VALERO #3739/",2494,"4342 INGRAHAM ST","SAN DIEGO",92109,"559-583-3298",NA,36,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.240593831621,32.7974720317908
"558","VALERO #3740",2495,"1083 MORENA BLVD","SAN DIEGO",92110,"559-583-3298",NA,24,0,12,"LINDA VISTA",2732.27635866,119018237.81,61745.5248429,-117.199354804598,32.7682525093758
"559","VALERO #3741",2501,"3150 ADAMS AVE","SAN DIEGO",92116,"559-583-3298",NA,18,0,59,"MID-CITY:NORMAL HEIGHTS",846.03495556,36853397.1634,25359.5506162,-117.126258455453,32.763586820863
"560","VALERO #3743",14714,"4405 HOME AVE","SAN DIEGO",92105,NA,NA,18,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.099118971348,32.7288427317679
"561","VALERO #3744",2499,"9932 CAMPO RD","SPRING VALLEY",91977,"559-583-3298",NA,18,0,NA,NA,NA,NA,NA,-116.982134797772,32.7482241455524
"562","VALERO -CARDIFF",14428,"820 BIRMINGHAM DR","CARDIFF BY TH",92007,"760 436-1820","YOUNIS BALLO",28,0,NA,NA,NA,NA,NA,-117.273217946667,33.0267054438991
"563","VALERO INC. #3766/ATTN: DENNIS SMITH",10328,"5970 SANTO RD","SAN DIEGO",92124,"559-583-3298",NA,36,0,47,"TIERRASANTA",7247.00443508,315690085.394,100491.414085,-117.0978989717,32.8401417977267
"564","VALERO -LOS COCHES VALERO",15588,"8575 LOS COCHES RD","EL CAJON",92021,"619 390-5444",NA,12,0,NA,NA,NA,NA,NA,-116.904384158977,32.8319618661878
"565","VALERO -RAMONA VALERO",14598,"1210 MAIN ST","RAMONA",92065,"760 789-2411","YOUSIF, YOUSIF",32,0,NA,NA,NA,NA,NA,-116.871798006299,33.0399558652094
"566","VALERO-EBK PETROLEUM INC",13170,"5345 KEARNEY VILLA RD","SAN DIEGO",92123,NA,NA,32,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.14054171714,32.8302974779312
"567","VALERO-MISSION GORGE",13382,"6011 MISSION GORGE RD","SAN DIEGO",92120,NA,NA,28,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.097961504232,32.783266917004
"568","VALERO-TEXAS ST VALERO",14086,"4616 TEXAS ST","SAN DIEGO",92116,"619-296-4913","SAMIR SOMO - PRESIDENT",24,0,28,"GREATER NORTH PARK",2253.69411336,98171624.1502,50884.2009183,-117.139099210403,32.7612889342122
"569","VALERO-TJ AUTO BISTRO/PACIFIC OIL",14590,"1202 S COAST HWY","OCEANSIDE",92054,NA,NA,28,0,NA,NA,NA,NA,NA,-117.36880368877,33.1835142004029
"570","VALLEY CENTER EQUIPMENT RENTALS",12982,"27427 VALLEY CENTER RD","VALLEY CENTER",92082,"760-749-1780",NA,2,0,NA,NA,NA,NA,NA,-117.032982848106,33.2084765098738
"571","VALLEY FUELS",13391,"1602 E VALLEY PKWY","ESCONDIDO",92027,NA,NA,28,0,NA,NA,NA,NA,NA,-117.059394572213,33.1343983332319
"572","VILLAGE FOOD & FUEL",16065,"755 PALM CANYON DR","BORREGO SPRIN",92004,"760 767-0800",NA,9,0,NA,NA,NA,NA,NA,-116.372734614552,33.2561488350178
"573","VISTA EQUIPMENT RENTAL",9607,"1121 S SANTA FE AVE","VISTA",92083,"760-726-6114",NA,2,0,NA,NA,NA,NA,NA,-117.227234271668,33.1896137177818
"574","VONS GAS #2344",13779,"469  W FELICITA","ESCONDIDO",92025,NA,NA,42,0,NA,NA,NA,NA,NA,-117.074881089225,33.1031977787363
"575","VONS GAS MARKET EXPRESS #216",16100,"1680 GARNET AVE","SAN DIEGO",92109,"858 272-5359",NA,40,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.239426175983,32.8004240612212
"576","WORLD OIL COMPANY #46",4029,"685 H ST","CHULA VISTA",91910,"562-928-0100",NA,36,0,NA,NA,NA,NA,NA,-117.092938420795,32.6303508689846
"577","WORLD PETROL-CALI-MART #2",13902,"1605 CACTUS RD","SAN DIEGO",92154,"610-671-7095",NA,56,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-116.987721432771,32.5676747089928
"578","XL CO.",3899,"525 PALM CANYON DR","BORREGO SPRIN",92004,"760-767-5587",NA,26,0,NA,NA,NA,NA,NA,-116.38337896148,33.2561326843218
"579","7 ELEVEN #32326/7-ELEVEN, INC",11216,"3251 BUSINESS PARK DR","VISTA",92081,NA,NA,48,0,NA,NA,NA,NA,NA,-117.228920695104,33.1326508549743
"580","76 - CAMPUS 76",15728,"102 E CARMEL ST","SAN MARCOS",92069,"760-752-7600",NA,36,0,NA,NA,NA,NA,NA,-117.163300874942,33.1360896343649
"581","76 MIRAMAR AUTOPORT 76, INC.",2841,"5706 MIRAMAR RD","SAN DIEGO",92121,"858-450-1620","THOMAS D. DRAKE/760-815-5808",41,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.185100773355,32.877483186798
"582","76 PRODUCTS/NORTH COUNTY AUTO CENTER-MM",13427,"750 N ESCONDIDO BLVD","ESCONDIDO",92025,NA,NA,78,0,NA,NA,NA,NA,NA,-117.088644029593,33.128847787409
"583","76-KING'S EL NORTE 76",12905,"1062 W EL NORTE PKWY","ESCONDIDO",92026,"760 741-7600",NA,32,0,NA,NA,NA,NA,NA,-117.10733978162,33.147545088681
"584","76-MR GOODWASH, THE MAGIC GARDEN, INC.",15041,"2315 VISTA WY","OCEANSIDE",92054,"760 721-4747",NA,24,0,NA,NA,NA,NA,NA,-117.337688698278,33.181733465761
"585","7-ELEVEN #17637 /7-ELEVEN, INC",2092,"1522 GRAVES AVE STE E","EL CAJON",0,"579-8711",NA,12,0,NA,NA,NA,NA,NA,-116.959514582454,32.8195249761751
"586","7-ELEVEN #18977 /7-ELEVEN, INC",2437,"578 MISSION RD","SAN MARCOS",92069,"438-8444",NA,12,0,NA,NA,NA,NA,NA,-117.149678887601,33.1453859778331
"587","7-ELEVEN #19987 /7-ELEVEN, INC",2150,"3603 COLLEGE AVE","SAN DIEGO",92115,"464-2711",NA,12,0,57,"MID-CITY:EASTERN AREA",3115.1057929,135693919.385,61687.0047213,-117.058797790528,32.7461845910299
"588","7-ELEVEN #20342 /7-ELEVEN, INC",2438,"487 VANDEGRIFT","OCEANSIDE",92057,"438-8444",NA,12,0,NA,NA,NA,NA,NA,-117.299911089645,33.2546409775763
"589","7-ELEVEN #21785 /7-ELEVEN, INC",2510,"260 E MISSION AVE","ESCONDIDO",92025,"268-1070",NA,12,0,NA,NA,NA,NA,NA,-117.159480847531,33.1429129640889
"590","7-ELEVEN #27109 /7-ELEVEN, INC",5928,"901 PALOMAR AIRPORT RD","CARLSBAD",92009,"431-9724",NA,12,0,NA,NA,NA,NA,NA,-117.318750461339,33.1216567185715
"591","7-ELEVEN #27524 /7-ELEVEN, INC",5569,"1177 N ESCONDIDO BLVD","ESCONDIDO",92026,NA,NA,12,0,NA,NA,NA,NA,NA,-117.25081389554,33.1820205596825
"592","7-ELEVEN #33053, INC",12500,"4625 FRAZEE RD","OCEANSIDE",92057,NA,NA,36,0,NA,NA,NA,NA,NA,-117.297604941886,33.2375529468468
"593","7-ELEVEN #33160",14120,"298 SYCAMORE DR","VISTA",92083,"760-598-0590",NA,24,0,NA,NA,NA,NA,NA,-117.211904080971,33.1700047027234
"594","APRO #37",16145,"535 N SANTA FE AVE","VISTA",92083,NA,NA,26,0,NA,NA,NA,NA,NA,-117.244585117381,33.2071817578655
"595","ARCO",14121,"1580 LEUCADIA BLVD","ENCINITAS",92024,NA,NA,40,0,NA,NA,NA,NA,NA,-117.264478272676,33.0684830688649
"596","ARCO AM/PM MINI MART #1754",14123,"300 W WASHINGTON AVE","ESCONDIDO",92025,NA,"NAOUM, SENAN F.",24,0,NA,NA,NA,NA,NA,-117.088423105373,33.1258971096006
"597","ARCO AM/PM-JLHAN, INC.",11090,"13886 CAMPO RD","JAMUL",91935,"619-669-6602",NA,26,0,NA,NA,NA,NA,NA,-116.879311708662,32.7198704148723
"598","ARCO AM/PM-LEMON GROVE",13801,"2717 LEMON GROVE AVE","LEMON GROVE",91945,"619-589-2058",NA,24,0,NA,NA,NA,NA,NA,-117.031032262022,32.7351290401929
"599","ARCO AMPM #5268",7771,"1187 SAN MARCOS BLVD","SAN MARCOS",92069,NA,NA,24,0,NA,NA,NA,NA,NA,-117.193399288111,33.1330156920114
"600","ARCO AMPM #5365",7288,"100 LA TERRAZA BLVD","ESCONDIDO",92025,NA,NA,36,0,NA,NA,NA,NA,NA,-117.095814604381,33.1168779591851
"601","ARCO AMPM #5404",1540,"3170 CARMEL VALLEY RD","SAN DIEGO",92130,NA,NA,36,0,21,"CARMEL VALLEY",4525.42412552,197127540.728,77310.6067786,-117.238411066976,32.9343943581632
"602","ARCO AMPM #5408",7820,"2255 PALM AVE","SAN DIEGO",92154,NA,NA,16,0,25,"OTAY MESA-NESTOR",5367.82083453,233822275.552,95210.7085828,-117.085474190614,32.5835129211061
"603","ARCO AMPM #6315",9276,"1403 S SANTA FE AVE","VISTA",92083,"760-726-8188",NA,24,0,NA,NA,NA,NA,NA,-117.223374198955,33.1844985824913
"604","ARCO AMPM#6376",11264,"450 W EL NORTE PKWY","ESCONDIDO",92026,NA,NA,36,0,NA,NA,NA,NA,NA,-117.097541390862,33.1445029302593
"605","ARCO-ESTATE FUELS",15818,"4604 PALM AVE","SAN DIEGO",92154,"519 690-5405",NA,36,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-117.035124769824,32.5842008228677
"606","ARCO-SYCAMORE AM/PM #5254",4291,"625 SYCAMORE AVE","VISTA",92083,"760-727-8965",NA,24,0,NA,NA,NA,NA,NA,-117.215138126008,33.1658726602179
"607","BJ'S RENTALS",15308,"203 S RANCHO SANTA FE","ENCINITAS",92024,"760 753-1148",NA,2,0,NA,NA,NA,NA,NA,-117.236126524317,33.0359814649544
"608","CHEVRON  # 207541",11231,"12295 SCRIPPS POWY PKWY","POWY",92064,"858-621-6324",NA,36,0,NA,NA,NA,NA,NA,-117.060616577888,32.9345128693377
"609","CHEVRON - #201962",1860,"2295 S MELROSE AVE","VISTA",92083,"510-842-9002",NA,36,0,NA,NA,NA,NA,NA,-117.241703943409,33.1458550114856
"610","CHEVRON - #92189",6246,"2325 ROLL DR","SAN YSIDRO",92173,"510-842-9002",NA,24,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-116.937080839603,32.5563242401939
"611","CHEVRON - #93320",3041,"970 TAMARACK RD","CARLSBAD",92008,"510-842-9002",NA,24,0,NA,NA,NA,NA,NA,-117.335044024447,33.1531776705229
"612","CHEVRON - #95664",3539,"540 LA COSTA AVE","LEUCADIA",92024,"510-842-9002",NA,30,0,NA,NA,NA,NA,NA,-117.299587756387,33.0844534520876
"613","CHEVRON #202870",9925,"1200 W SAN MARCOS BLVD","SAN MARCOS",92069,"510-842-9002",NA,36,0,NA,NA,NA,NA,NA,-117.194627087074,33.1334258401395
"614","CHEVRON #203189",9956,"785 COLLEGE BLVD","OCEANSIDE",92057,"510-842-9002",NA,36,0,NA,NA,NA,NA,NA,-117.293088458302,33.242382628031
"615","CHEVRON #209663",12571,"695 E PALOMAR ST","CHULA VISTA",91911,NA,NA,36,0,NA,NA,NA,NA,NA,-117.024499175483,32.614694007262
"616","CHEVRON -QUARRY CREEK",14729,"3490 MARRON RD","OCEANSIDE",92056,"760-724-4450",NA,52,0,NA,NA,NA,NA,NA,-117.294863814287,33.1788334341766
"617","CHEVRON STATION",15495,"8200 UNIVERSITY AVE","LA MESA",0,"-619",NA,32,0,NA,NA,NA,NA,NA,-117.021431788122,32.767724331837
"618","CHEVRON TEXACO #30-1124",15066,"2115 OLYMPIC PKWY","CHULA VISTA",91915,NA,NA,36,0,NA,NA,NA,NA,NA,-116.966402176845,32.6289187811417
"619","CHEVRON-PALM SPRING OIL CO.",2023,"110 S RANCHO SANTA FE RD","SAN MARCOS",92069,"760.320.0644","CAROL",48,0,NA,NA,NA,NA,NA,-117.199434589523,33.1488671621828
"620","CHEVRON-ROCCO BRUNO",11944,"224 N EMERALD DR","VISTA",92083,"760-724-3670",NA,36,0,NA,NA,NA,NA,NA,-117.279966072875,33.1906419010703
"621","CHEVRON-ROWLEY PETROLEUM CORPORATION",10827,"2191 VISTA WY","OCEANSIDE",92054,"760-721-6789",NA,36,0,NA,NA,NA,NA,NA,-117.340043306576,33.1831478368388
"622","CHEVRON-WESTERN STATES PETROLEUM #2 LL",12965,"600 HACIENDA DR","VISTA",92081,NA,NA,40,0,NA,NA,NA,NA,NA,-117.254108224924,33.193118723165
"623","CIRCLE K - #1984",5358,"795 SHADOWRIDGE DR","VISTA",92081,"602 728-3593",NA,12,0,NA,NA,NA,NA,NA,-117.221912535823,33.1660179802094
"624","CIRCLE K/76 #2705246",13838,"3350 COLLEGE BLVD","OCEANSIDE",92056,"281-293-1000",NA,12,0,NA,NA,NA,NA,NA,-117.296043100137,33.1857672240366
"625","CIRCLE K/76 #2705250",13839,"190 SAN MARCOS BLVD","SAN MARCOS",92069,"281-293-1000",NA,24,0,NA,NA,NA,NA,NA,-117.165043932953,33.1414338790516
"626","COSTCO GASOLINE #403",11126,"101 TOWN CENTER PKWY","SANTEE",92071,NA,NA,32,0,NA,NA,NA,NA,NA,-116.987200994517,32.8408126191174
"627","COSTCO WHOLESALE #462/ATTN: LICENSING",10598,"951 PALOMAR AIRPORT RD","CARLSBAD",92009,NA,NA,32,0,NA,NA,NA,NA,NA,-117.315648640966,33.1208128434136
"628","COUNTY OF SAN DIEGO/FUELING STA-SAN MAR",10360,"1579 OSAGE","SAN MARCOS",92069,NA,NA,4,0,NA,NA,NA,NA,NA,-117.196352120437,33.1472227385799
"629","EL CAPITAN OIL CO/ATTISHA ENTERPRISES",13512,"11427 WOODSIDE AVE","SANTEE",0,"619-448-5891",NA,25,0,NA,NA,NA,NA,NA,-116.951158159612,32.8500776963477
"630","ENERGY PRODUCT & SERVICE",15387,"1742 S COAST HWY","OCEANSIDE",92054,"760-433-6711",NA,22,0,NA,NA,NA,NA,NA,-117.362213098729,33.1757048643892
"631","ESCO FUELS",14589,"501 W 9TH AVE","ESCONDIDO",92025,"760-839-6791",NA,28,0,NA,NA,NA,NA,NA,-117.082000264129,33.1113175547837
"632","EXXON #1015/NEW WEST PETROLEUM SD2",2239,"945 TAMARACK AVE","CARLSBAD",92008,"916-443-0890",NA,28,0,NA,NA,NA,NA,NA,-117.335276731282,33.1524431547935
"633","EXXON #1021/NEW WEST PETROLEUM SD2",1962,"825 N CITRACADO","ESCONDIDO",92029,"916-443-0890",NA,28,0,NA,NA,NA,NA,NA,-117.12231550316,33.1314878327882
"634","EXXON #1024/NEW WEST PETROLEUM SD1",2959,"3401 COLLEGE BLVD","OCEANSIDE",92056,"916-443-0890",NA,28,0,NA,NA,NA,NA,NA,-117.296745083344,33.1815945868569
"635","EXXON #1041/NEW WEST PETROLEUM SD1",4301,"112 S RANCHO SANTA FE RD","SAN MARCOS",92069,"916-443-0890",NA,34,0,NA,NA,NA,NA,NA,-117.198967584865,33.1496423737379
"636","EXXONMOBIL OIL CORP. #10015",1932,"705 LOMAS SANTA FE DR","SOLANA BEACH",92075,"858-755-3579","SHAHIN EDALATDJA/VICE PRESID",36,0,NA,NA,NA,NA,NA,-117.258660258669,32.995665615025
"637","EXXONMOBIL OIL CORP. #11433",5755,"710 SYCAMORE AVE","VISTA",92081,"727-5360",NA,36,0,NA,NA,NA,NA,NA,-117.217683697655,33.1645263449063
"638","EXXONMOBIL OIL CORP. #11795",3192,"477 HARBOR DR","OCEANSIDE",92054,"760-722-0555",NA,24,0,NA,NA,NA,NA,NA,-117.388171402209,33.2086424635917
"639","EXXONMOBIL OIL CORP. #12924",10606,"2210 OTAY LAKES RD","CHULA VISTA",91915,"619-216-1890",NA,38,0,NA,NA,NA,NA,NA,-116.968591318848,32.6464656270373
"640","EXXONMOBIL OIL CORP. #18090",11581,"1990 COLLEGE BLVD","OCEANSIDE",92056,"760-630-9510",NA,52,0,NA,NA,NA,NA,NA,-117.284327613625,33.2078918510357
"641","HAWTHORNE MACHINERY CO.",16259,"1600 E MISSION RD","SAN MARCOS",92069,"760-740-2900",NA,1,0,NA,NA,NA,NA,NA,-117.124469766308,33.1324631140781
"642","HOMELAND PETROLEUM - IMPERIAL",11153,"4704 IMPERIAL AVE","SAN DIEGO",92102,"619 246 5078",NA,40,0,11,"ENCANTO NEIGHBORHOODS,SOUTHEASTERN",3810.65246109,165991994.197,65747.9107336,-117.093219435663,32.7044439030502
"643","KA MANAGEMENT/MELROSE ARCO LLC",11032,"1501 N MELROSE DR","OCEANSIDE",92056,"760-806-4445",NA,46,0,NA,NA,NA,NA,NA,-117.259310321257,33.2203348391388
"644","MOHSEN OIL",13566,"1328 3RD AVE","CHULA VISTA",91911,"760-945-7222",NA,30,0,8,"GREATER GOLDEN HILL",745.51826715,32475130.7948,29195.1594048,-117.123828621722,32.7198210138394
"645","OCHS OIL COMPANY(TEXACO)",307,"1321 DISTRIBUTION WY","VISTA",92084,"760 744-5441",NA,32,0,NA,NA,NA,NA,NA,-117.236386990779,33.1508302852839
"646","OPTIMA GASOLINE",7037,"1450 3RD AVE","CHULA VISTA",91911,"619-585-0011",NA,36,0,NA,NA,NA,NA,NA,-117.065017090296,32.6014134177025
"647","PENSKE TRUCK  LEASING CORP.",11742,"1355 LINDA VISTA DR","SAN MARCOS",92069,"760-471-5707",NA,2,0,NA,NA,NA,NA,NA,-117.196589404488,33.1369677294082
"648","RANCHO SANTA FE GAS",2051,"105 S RANCHO SANTA FE RD","SAN MARCOS",92069,"760 471-5448","SHAWN HINDI",28,0,NA,NA,NA,NA,NA,-117.198716049358,33.1485895709536
"649","RYDER TRUCK RENTAL",446,"520 GANNON","ESCONDIDO",92025,"489-5830",NA,2,0,NA,NA,NA,NA,NA,-117.089663562703,33.1224029751531
"650","SAN MARCOS GAS",8089,"1290 W MISSION RD","SAN MARCOS",92069,"760 752-7082",NA,40,0,NA,NA,NA,NA,NA,-117.188192328823,33.1486088514195
"651","SHELL CARWASH @ ENCINITAS RANCH",10370,"1060 N EL CAM REAL","ENCINITAS",92024,"760-943-9797",NA,48,0,NA,NA,NA,NA,NA,-117.264529728319,33.0672863561907
"652","SHELL OIL PRODUCTS US #121715",4065,"679 SAN MARCOS BLVD","SAN MARCOS",92069,"602-468-6944",NA,44,0,NA,NA,NA,NA,NA,-117.178449436048,33.136894014703
"653","SHELL OIL PRODUCTS US #135645",1936,"1601 E 8TH ST","NATIONAL CITY",91950,"602-468-6944",NA,30,0,NA,NA,NA,NA,NA,-117.089281180427,32.6802101216218
"654","SHELL OIL PRODUCTS US #135911",2368,"3890 DIVISION ST","SAN DIEGO",92113,"602-468-6944",NA,24,0,37,"SOUTHEASTERN SAN DIEGO,SOUTHEASTERN",2928.98056395,127586393.366,62401.1417428,-117.110261892115,32.6829720447471
"655","SHELL OIL PRODUCTS US #135920",2186,"2606 CLAIREMONT DR","SAN DIEGO",92117,"602-468-6944",NA,24,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.202907151686,32.7907956795822
"656","SHELL-EQUILON ENT LLC/ATTN: PONCE",4595,"100 BONITA RD","CHULA VISTA",91910,"602-468-6944",NA,28,0,NA,NA,NA,NA,NA,-117.062880431347,32.6459938213858
"657","SKS INC.",2709,"875 GRAND AVE","SAN MARCOS",92069,"858-530-1193",NA,16,0,NA,NA,NA,NA,NA,-117.182378711548,33.1391296149831
"658","SKS, INC.",10722,"13910 DANIELSON ST","POWY",92064,"858-530-1193",NA,28,0,NA,NA,NA,NA,NA,-117.030401659772,32.9406106571592
"659","THRIFTY #9560",2663,"2502 IMPERIAL AVE","SAN DIEGO",92102,NA,NA,36,0,37,"SOUTHEASTERN SAN DIEGO,SOUTHEASTERN",2928.98056395,127586393.366,62401.1417428,-117.139808190028,32.7065242324733
"660","THRIFTY #9562",5767,"978 CUYAMACA ST","EL CAJON",92020,"714-670-5179",NA,24,0,NA,NA,NA,NA,NA,-116.98000551536,32.8082130364522
"661","THRIFTY #9566",2669,"1606 PLAZA BLVD","NATIONAL CITY",91950,NA,NA,36,0,NA,NA,NA,NA,NA,-117.088602904431,32.6763805861
"662","THRIFTY #9570",2674,"1139 HARBISON AVE","NATIONAL CITY",91950,NA,NA,36,0,NA,NA,NA,NA,NA,-117.073841948218,32.6822354558365
"663","THRIFTY #9578",2683,"9600 MURRAY DR","LA MESA",91942,"714-670-5179",NA,20,0,NA,NA,NA,NA,NA,-116.990022989752,32.7799216845008
"664","UNITED RENTALS",6965,"1960 W MISSION RD","ESCONDIDO",92029,"760-726-7200",NA,2,0,NA,NA,NA,NA,NA,-117.120432310888,33.1301728792562
"665","USA- PALISADES GAS & WASH, INC. #865",14599,"1382 E PALOMAR ST","CHULA VISTA",91913,"619 397-4436",NA,24,0,NA,NA,NA,NA,NA,-116.998381035035,32.623076466372
"666","VALERO-AUTO PARK TOUGHLESS WASH",7355,"1400 AUTO PARK WY","ESCONDIDO",92029,"489-8425",NA,24,0,NA,NA,NA,NA,NA,-117.104270960358,33.1142432575978
"667","WORLD PETROL CALI MART #1",12797,"3733 MAIN ST","CHULA VISTA",91911,"619-246-2213",NA,55,0,NA,NA,NA,NA,NA,-117.05306197978,32.5943118781202
"668","7-ELEVEN #15944 /7-ELEVEN, INC",2145,"9365 JAMACHA BLVD","SPRING VALLEY",91977,"464-2711",NA,12,0,NA,NA,NA,NA,NA,-116.998065500959,32.7077708874439
"669","7-ELEVEN #23982 /7-ELEVEN, INC",2517,"1303 IMPERIAL BEACH BLVD","IMPERIAL BEAC",91932,"474-7021",NA,12,0,NA,NA,NA,NA,NA,-117.105592035272,32.5763902748588
"670","AHM, INC. AIRCRAFT HANGER MNGT.",13588,"2155 S MISSION RD","FALLBROOK",92028,"760 431-7670","JIM HENDRICKS & FRANK MARSHA",1,0,NA,NA,NA,NA,NA,-117.123657818471,33.1309200953452
"671","ARCO",11934,"2336 HIGHLAND AVE","NATIONAL CITY",91950,"619-477-0034",NA,16,0,NA,NA,NA,NA,NA,-117.093684577412,32.6648063220686
"672","ARCO - FASHION VALLEY AM/PM",2364,"6899 FRIARS RD","SAN DIEGO",92108,"619-295-1169",NA,24,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.171732159595,32.7685207953065
"673","ARCO AMPM #5216",5078,"6301 EL CAJON BLVD","SAN DIEGO",92115,NA,NA,24,0,57,"MID-CITY:EASTERN AREA",3115.1057929,135693919.385,61687.0047213,-117.062812169891,32.7636242405922
"674","ARCO-AMPM #5139",5098,"3296 EL CAJON BLVD","SAN DIEGO",92104,NA,NA,24,0,59,"MID-CITY:NORMAL HEIGHTS",846.03495556,36853397.1634,25359.5506162,-117.122387831421,32.7554052968527
"675","ARCO-SMOGPROS",5094,"1410 E MAIN ST","EL CAJON",92021,"619-442-1621",NA,24,0,NA,NA,NA,NA,NA,-116.931011018463,32.7998989742208
"676","CHEVRON",15077,"3009 HIGHLAND AVE","NATIONAL CITY",91950,"619 474-2088",NA,28,0,NA,NA,NA,NA,NA,-117.091074005601,32.6589613413434
"677","CHEVRON - #92239*",3036,"2959 MIDWY DR","SAN DIEGO",92110,"510-842-9002","JEFF",36,0,14,"MIDWAY-PACIFIC HIGHWAY",918.44193686,39555950.1191,48087.3721621,-117.205780118493,32.7492675181812
"678","CHEVRON - #92335",4505,"95 BONITA RD","CHULA VISTA",91910,"510-842-9002",NA,24,0,NA,NA,NA,NA,NA,-117.06413635409,32.6481027709228
"679","CHEVRON #91312*",1949,"2500 EL CAM REAL","CARLSBAD",92008,"510-842-9002",NA,40,0,NA,NA,NA,NA,NA,-117.326732770473,33.1810446440549
"680","CHEVRON #92321 -CARLSBAD CHEVRON",14419,"1044 CARLSBAD VILLAGE DR","CARLSBAD",92008,"760 729-5851","LINDA BINNI - STORE STAFF",36,0,NA,NA,NA,NA,NA,-117.342759930917,33.1631834146131
